id,code,description,category
5260,N392,"ORTHOSTATIC PROTEINURIA, UNSPECIFIED",14
5261,N393,STRESS INCONTINENCE,14
5262,N394,OTHER SPECIFIED URINARY INCONTINENCE,14
5263,N398,OTHER SPECIFIED DISORDERS OF URINARY SYSTEM,14
5264,N399,"DISORDER OF URINARY SYSTEM, UNSPECIFIED",14
5265,N40X,HYPERPLASIA OF PROSTATE,14
5266,N410,ACUTE PROSTATITIS,14
5267,N411,CHRONIC PROSTATITIS,14
5268,N412,ABSCESS OF PROSTATE,14
5269,N413,PROSTATOCYSTITIS,14
5270,N418,OTHER INFLAMMATORY DISEASES OF PROSTATE,14
5271,N419,"INFLAMMATORY DISEASE OF PROSTATE, UNSPECIFIED",14
5272,N420,CALCULUS OF PROSTATE,14
5273,N421,CONGESTION AND HAEMORRHAGE OF PROSTATE,14
5274,N422,ATROPHY OF PROSTATE,14
5275,N428,OTHER SPECIFIED DISORDERS OF PROSTATE,14
5276,N429,"DISORDER OF PROSTATE, UNSPECIFIED",14
5277,N430,ENCYSTED HYDROCELE,14
5278,N431,INFECTED HYDROCELE,14
5279,N432,OTHER HYDROCELE,14
5280,N433,"HYDROCELE, UNSPECIFIED",14
5281,N434,SPERMATOCELE,14
5282,N44X,TORSION OF TESTIS,14
5283,N450,"ORCHITIS, EPIDIDYMITIS AND EPIDIDYMO-ORCHITIS WITH ABSCESS",14
5284,N459,"ORCHITIS, EPIDIDYMITIS AND EPIDIDYMO-ORCHITIS WITHOUT ABSCESS",14
5285,N46X,MALE INFERTILITY,14
5286,N47X,"REDUNDANT PREPUCE, PHIMOSIS AND PARAPHIMOSIS",14
5287,N480,LEUKOPLAKIA OF PENIS,14
5288,N481,BALANOPOSTHITIS,14
5289,N482,OTHER INFLAMMATORY DISORDERS OF PENIS,14
5290,N483,PRIAPISM,14
5291,N484,IMPOTENCE OF ORGANIC ORIGIN,14
5292,N485,ULCER OF PENIS,14
5293,N486,INDURATIO PENIS PLASTICA,14
5294,N488,OTHER SPECIFIED DISORDERS OF PENIS,14
5295,N489,"DISORDER OF PENIS, UNSPECIFIED",14
5296,N490,INFLAMMATORY DISORDERS OF SEMINAL VESICLE,14
5297,N491,"INFLAMMATORY DISORDERS OF SPERMATIC CORD, TUNICA VAGINALIS AND VAS DEFERENS",14
5298,N492,INFLAMMATORY DISORDERS OF SCROTUM,14
5299,N498,INFLAMMATORY DISORDERS OF OTHER SPECIFIED MALE GENITAL ORGANS,14
5300,N499,INFLAMMATORY DISORDER OF UNSPECIFIED MALE GENITAL ORGAN,14
5301,N500,ATROPHY OF TESTIS,14
5302,N501,VASCULAR DISORDERS OF MALE GENITAL ORGANS,14
5303,N508,OTHER SPECIFIED DISORDERS OF MALE GENITAL ORGANS,14
5304,N509,"DISORDER OF MALE GENITAL ORGANS, UNSPECIFIED",14
5305,N510,DISORDERS OF PROSTATE IN DISEASES CLASSIFIED ELSEWHERE,14
5306,N511,DISORDERS OF TESTIS AND EPIDIDYMIS IN DISEASES CLASSIFIED ELSEWHERE,14
5307,N512,BALANITIS IN DISEASES CLASSIFIED ELSEWHERE,14
5308,N518,OTHER DISORDERS OF MALE GENITAL ORGANS IN DISEASES CLASSIFIED ELSEWHERE,14
5309,N600,SOLITARY CYST OF BREAST,14
5310,N601,DIFFUSE CYSTIC MASTOPATHY,14
5311,N602,FIBROADENOSIS OF BREAST,14
5312,N603,FIBROSCLEROSIS OF BREAST,14
5313,N604,MAMMARY DUCT ECTASIA,14
5314,N608,OTHER BENIGN MAMMARY DYSPLASIAS,14
5315,N609,"BENIGN MAMMARY DYSPLASIA, UNSPECIFIED",14
5316,N61X,INFLAMMATORY DISORDERS OF BREAST,14
5317,N62X,HYPERTROPHY OF BREAST,14
5318,N63X,UNSPECIFIED LUMP IN BREAST,14
5319,N640,FISSURE AND FISTULA OF NIPPLE,14
5320,N641,FAT NECROSIS OF BREAST,14
5321,N642,ATROPHY OF BREAST,14
5322,N643,GALACTORRHOEA NOT ASSOCIATED WITH CHILDBIRTH,14
5323,N644,MASTODYNIA,14
5324,N645,OTHER SIGNS AND SYMPTOMS IN BREAST,14
5325,N648,OTHER SPECIFIED DISORDERS OF BREAST,14
5326,N649,"DISORDER OF BREAST, UNSPECIFIED",14
5327,N700,ACUTE SALPINGITIS AND OOPHORITIS,14
5328,N701,CHRONIC SALPINGITIS AND OOPHORITIS,14
5329,N709,"SALPINGITIS AND OOPHORITIS, UNSPECIFIED",14
5330,N710,ACUTE INFLAMMATORY DISEASE OF UTERUS,14
5331,N711,CHRONIC INFLAMMATORY DISEASE OF UTERUS,14
5332,N719,"INFLAMMATORY DISEASE OF UTERUS, UNSPECIFIED",14
5333,N72X,INFLAMMATORY DISEASE OF CERVIX UTERI,14
5334,N730,ACUTE PARAMETRITIS AND PELVIC CELLULITIS,14
5335,N731,CHRONIC PARAMETRITIS AND PELVIC CELLULITIS,14
5336,N732,UNSPECIFIED PARAMETRITIS AND PELVIC CELLULITIS,14
5337,N733,FEMALE ACUTE PELVIC PERITONITIS,14
5338,N734,FEMALE CHRONIC PELVIC PERITONITIS,14
5339,N735,"FEMALE PELVIC PERITONITIS, UNSPECIFIED",14
5340,N736,FEMALE PELVIC PERITONEAL ADHESIONS,14
5341,N738,OTHER SPECIFIED FEMALE PELVIC INFLAMMATORY DISEASES,14
5342,N739,"FEMALE PELVIC INFLAMMATORY DISEASE, UNSPECIFIED",14
5343,N740,TUBERCULOUS INFECTION OF CERVIX UTERI,14
5344,N741,FEMALE TUBERCULOUS PELVIC INFLAMMATORY DISEASE,14
5345,N742,FEMALE SYPHILITIC PELVIC INFLAMMATORY DISEASE,14
5346,N743,FEMALE GONOCOCCAL PELVIC INFLAMMATORY DISEASE,14
5347,N744,FEMALE CHLAMYDIAL PELVIC INFLAMMATORY DISEASE,14
5348,N748,FEMALE PELVIC INFLAMMATORY DISORDERS IN OTHER DISEASES CLASSIFIED ELSEWHERE,14
5349,N750,CYST OF BARTHOLIN'S GLAND,14
5350,N751,ABSCESS OF BARTHOLIN'S GLAND,14
5351,N758,OTHER DISEASES OF BARTHOLIN'S GLAND,14
5352,N759,"DISEASE OF BARTHOLIN'S GLAND, UNSPECIFIED",14
5353,N760,ACUTE VAGINITIS,14
5354,N761,SUBACUTE AND CHRONIC VAGINITIS,14
5355,N762,ACUTE VULVITIS,14
5356,N763,SUBACUTE AND CHRONIC VULVITIS,14
5357,N764,ABSCESS OF VULVA,14
5358,N765,ULCERATION OF VAGINA,14
5359,N766,ULCERATION OF VULVA,14
5360,N768,OTHER SPECIFIED INFLAMMATION OF VAGINA AND VULVA,14
5361,N770,ULCERATION OF VULVA IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE,14
5362,N771,"VAGINITIS, VULVITIS AND VULVOVAGINITIS IN INFECTIOUS AND PARASITIC DISEASES CLASSIFIED ELSEWHERE",14
5363,N778,VULVOVAGINAL ULCERATION AND INFLAMMATION IN OTHER DISEASES CLASSIFIED ELSEWHERE,14
5364,N800,ENDOMETRIOSIS OF UTERUS,14
5365,N801,ENDOMETRIOSIS OF OVARY,14
5366,N802,ENDOMETRIOSIS OF FALLOPIAN TUBE,14
5367,N803,ENDOMETRIOSIS OF PELVIC PERITONEUM,14
5368,N804,ENDOMETRIOSIS OF RECTOVAGINAL SEPTUM AND VAGINA,14
5369,N805,ENDOMETRIOSIS OF INTESTINE,14
5370,N806,ENDOMETRIOSIS IN CUTANEOUS SCAR,14
5371,N808,OTHER ENDOMETRIOSIS,14
5372,N809,"ENDOMETRIOSIS, UNSPECIFIED",14
5373,N810,FEMALE URETHROCELE,14
5374,N811,CYSTOCELE,14
5375,N812,INCOMPLETE UTEROVAGINAL PROLAPSE,14
5376,N813,COMPLETE UTEROVAGINAL PROLAPSE,14
5377,N814,"UTEROVAGINAL PROLAPSE, UNSPECIFIED",14
5378,N815,VAGINAL ENTEROCELE,14
5379,N816,RECTOCELE,14
5380,N818,OTHER FEMALE GENITAL PROLAPSE,14
5381,N819,"FEMALE GENITAL PROLAPSE, UNSPECIFIED",14
5382,N820,VESICOVAGINAL FISTULA,14
5383,N821,OTHER FEMALE URINARY-GENITAL TRACT FISTULAE,14
5384,N822,FISTULA OF VAGINA TO SMALL INTESTINE,14
5385,N823,FISTULA OF VAGINA TO LARGE INTESTINE,14
5386,N824,OTHER FEMALE INTESTINAL-GENITAL TRACT FISTULAE,14
5387,N825,FEMALE GENITAL TRACT-SKIN FISTULAE,14
5388,N828,OTHER FEMALE GENITAL TRACT FISTULAE,14
5389,N829,"FEMALE GENITAL TRACT FISTULA, UNSPECIFIED",14
5390,N830,FOLLICULAR CYST OF OVARY,14
5391,N831,CORPUS LUTEUM CYST,14
5392,N832,OTHER AND UNSPECIFIED OVARIAN CYSTS,14
5393,N833,ACQUIRED ATROPHY OF OVARY AND FALLOPIAN TUBE,14
5394,N834,PROLAPSE AND HERNIA OF OVARY AND FALLOPIAN TUBE,14
5395,N835,"TORSION OF OVARY, OVARIAN PEDICLE AND FALLOPIAN TUBE",14
5396,N836,HAEMATOSALPINX,14
5397,N837,HAEMATOMA OF BROAD LIGAMENT,14
5398,N838,"OTHER NONINFLAMMATORY DISORDERS OF OVARY, FALLOPIAN TUBE AND BROAD LIGAMENT",14
5399,N839,"NONINFLAMMATORY DISORDER OF OVARY, FALLOPIAN TUBE AND BROAD LIGAMENT, UNSPECIFIED",14
5400,N840,POLYP OF CORPUS UTERI,14
5401,N841,POLYP OF CERVIX UTERI,14
5402,N842,POLYP OF VAGINA,14
5403,N843,POLYP OF VULVA,14
5404,N848,POLYP OF OTHER PARTS OF FEMALE GENITAL TRACT,14
5405,N849,"POLYP OF FEMALE GENITAL TRACT, UNSPECIFIED",14
5406,N850,ENDOMETRIAL GLANDULAR HYPERPLASIA,14
5407,N851,ENDOMETRIAL ADENOMATOUS HYPERPLASIA,14
5408,N852,HYPERTROPHY OF UTERUS,14
5409,N853,SUBINVOLUTION OF UTERUS,14
5410,N854,MALPOSITION OF UTERUS,14
5411,N855,INVERSION OF UTERUS,14
5412,N856,INTRAUTERINE SYNECHIAE,14
5413,N857,HAEMATOMETRA,14
5414,N858,OTHER SPECIFIED NONINFLAMMATORY DISORDERS OF UTERUS,14
5415,N859,"NONINFLAMMATORY DISORDER OF UTERUS, UNSPECIFIED",14
5416,N86X,EROSION AND ECTROPION OF CERVIX UTERI,14
5417,N870,MILD CERVICAL DYSPLASIA,14
5418,N871,MODERATE CERVICAL DYSPLASIA,14
5419,N872,"SEVERE CERVICAL DYSPLASIA, NOT ELSEWHERE CLASSIFIED",14
5420,N879,"DYSPLASIA OF CERVIX UTERI, UNSPECIFIED",14
5421,N880,LEUKOPLAKIA OF CERVIX UTERI,14
5422,N881,OLD LACERATION OF CERVIX UTERI,14
5423,N882,STRICTURE AND STENOSIS OF CERVIX UTERI,14
5424,N883,INCOMPETENCE OF CERVIX UTERI,14
5425,N884,HYPERTROPHIC ELONGATION OF CERVIX UTERI,14
5426,N888,OTHER SPECIFIED NONINFLAMMATORY DISORDERS OF CERVIX UTERI,14
5427,N889,"NONINFLAMMATORY DISORDER OF CERVIX UTERI, UNSPECIFIED",14
5428,N890,MILD VAGINAL DYSPLASIA,14
5429,N891,MODERATE VAGINAL DYSPLASIA,14
5430,N892,"SEVERE VAGINAL DYSPLASIA, NOT ELSEWHERE CLASSIFIED",14
5431,N893,"DYSPLASIA OF VAGINA, UNSPECIFIED",14
5432,N894,LEUKOPLAKIA OF VAGINA,14
5433,N895,STRICTURE AND ATRESIA OF VAGINA,14
5434,N896,TIGHT HYMENAL RING,14
5435,N897,HAEMATOCOLPOS,14
5436,N898,OTHER SPECIFIED NONINFLAMMATORY DISORDERS OF VAGINA,14
5437,N899,"NONINFLAMMATORY DISORDER OF VAGINA, UNSPECIFIED",14
5438,N900,MILD VULVAR DYSPLASIA,14
5439,N901,MODERATE VULVAR DYSPLASIA,14
5440,N902,"SEVERE VULVAR DYSPLASIA, NOT ELSEWHERE CLASSIFIED",14
5441,N903,"DYSPLASIA OF VULVA, UNSPECIFIED",14
5442,N904,LEUKOPLAKIA OF VULVA,14
5443,N905,ATROPHY OF VULVA,14
5444,N906,HYPERTROPHY OF VULVA,14
5445,N907,VULVAR CYST,14
5446,N908,OTHER SPECIFIED NONINFLAMMATORY DISORDERS OF VULVA AND PERINEUM,14
5447,N909,"NONINFLAMMATORY DISORDER OF VULVA AND PERINEUM, UNSPECIFIED",14
5448,N910,PRIMARY AMENORRHOEA,14
5449,N911,SECONDARY AMENORRHOEA,14
5450,N912,"AMENORRHOEA, UNSPECIFIED",14
5451,N913,PRIMARY OLIGOMENORRHOEA,14
5452,N914,SECONDARY OLIGOMENORRHOEA,14
5453,N915,"OLIGOMENORRHOEA, UNSPECIFIED",14
5454,N920,EXCESSIVE AND FREQUENT MENSTRUATION WITH REGULAR CYCLE,14
5455,N921,EXCESSIVE AND FREQUENT MENSTRUATION WITH IRREGULAR CYCLE,14
5456,N922,EXCESSIVE MENSTRUATION AT PUBERTY,14
5457,N923,OVULATION BLEEDING,14
5458,N924,EXCESSIVE BLEEDING IN THE PREMENOPAUSAL PERIOD,14
5459,N925,OTHER SPECIFIED IRREGULAR MENSTRUATION,14
5460,N926,"IRREGULAR MENSTRUATION, UNSPECIFIED",14
5461,N930,POSTCOITAL AND CONTACT BLEEDING,14
5462,N938,OTHER SPECIFIED ABNORMAL UTERINE AND VAGINAL BLEEDING,14
5463,N939,"ABNORMAL UTERINE AND VAGINAL BLEEDING, UNSPECIFIED",14
5464,N940,MITTELSCHMERZ,14
5465,N941,DYSPAREUNIA,14
5466,N942,VAGINISMUS,14
5467,N943,PREMENSTRUAL TENSION SYNDROME,14
5468,N944,PRIMARY DYSMENORRHOEA,14
5469,N945,SECONDARY DYSMENORRHOEA,14
5470,N946,"DYSMENORRHOEA, UNSPECIFIED",14
5471,N948,OTHER SPECIFIED CONDITIONS ASSOCIATED WITH FEMALE GENITAL ORGANS AND MENSTRUAL CYCLE,14
5472,N949,UNSPECIFIED CONDITION ASSOCIATED WITH FEMALE GENITAL ORGANS AND MENSTRUAL CYCLE,14
5473,N950,POSTMENOPAUSAL BLEEDING,14
5474,N951,MENOPAUSAL AND FEMALE CLIMACTERIC STATES,14
5475,N952,POSTMENOPAUSAL ATROPHIC VAGINITIS,14
5476,N953,STATES ASSOCIATED WITH ARTIFICIAL MENOPAUSE,14
5477,N958,OTHER SPECIFIED MENOPAUSAL AND PERIMENOPAUSAL DISORDERS,14
5478,N959,"MENOPAUSAL AND PERIMENOPAUSAL DISORDER, UNSPECIFIED",14
5479,N96X,HABITUAL ABORTER,14
5480,N970,FEMALE INFERTILITY ASSOCIATED WITH ANOVULATION,14
5481,N971,FEMALE INFERTILITY OF TUBAL ORIGIN,14
5482,N972,FEMALE INFERTILITY OF UTERINE ORIGIN,14
5483,N973,FEMALE INFERTILITY OF CERVICAL ORIGIN,14
5484,N974,FEMALE INFERTILITY ASSOCIATED WITH MALE FACTORS,14
5485,N978,FEMALE INFERTILITY OF OTHER ORIGIN,14
5486,N979,"FEMALE INFERTILITY, UNSPECIFIED",14
5487,N980,INFECTION ASSOCIATED WITH ARTIFICIAL INSEMINATION,14
5488,N981,HYPERSTIMULATION OF OVARIES,14
5489,N982,COMPLICATIONS OF ATTEMPTED INTRODUCTION OF FERTILIZED OVUM FOLLOWING IN VITRO FERTILIZATION,14
5490,N983,COMPLICATIONS OF ATTEMPTED INTRODUCTION OF EMBRYO IN EMBRYO TRANSFER,14
5491,N988,OTHER COMPLICATIONS ASSOCIATED WITH ARTIFICIAL FERTILIZATION,14
5492,N989,"COMPLICATION ASSOCIATED WITH ARTIFICIAL FERTILIZATION, UNSPECIFIED",14
5493,N990,POSTPROCEDURAL RENAL FAILURE,14
5494,N991,POSTPROCEDURAL URETHRAL STRICTURE,14
5495,N992,POSTOPERATIVE ADHESIONS OF VAGINA,14
5496,N993,PROLAPSE OF VAGINAL VAULT AFTER HYSTERECTOMY,14
5497,N994,POSTPROCEDURAL PELVIC PERITONEAL ADHESIONS,14
5498,N995,MALFUNCTION OF EXTERNAL STOMA OF URINARY TRACT,14
5499,N998,OTHER POSTPROCEDURAL DISORDERS OF GENITOURINARY SYSTEM,14
5500,N999,"POSTPROCEDURAL DISORDER OF GENITOURINARY SYSTEM, UNSPECIFIED",14
5501,O000,ABDOMINAL PREGNANCY,15
5502,O001,TUBAL PREGNANCY,15
5503,O002,OVARIAN PREGNANCY,15
5504,O008,OTHER ECTOPIC PREGNANCY,15
5505,O009,"ECTOPIC PREGNANCY, UNSPECIFIED",15
5506,O010,CLASSICAL HYDATIDIFORM MOLE,15
5507,O011,INCOMPLETE AND PARTIAL HYDATIDIFORM MOLE,15
5508,O019,"HYDATIDIFORM MOLE, UNSPECIFIED",15
5509,O020,BLIGHTED OVUM AND NONHYDATIDIFORM MOLE,15
5510,O021,MISSED ABORTION,15
5511,O028,OTHER SPECIFIED ABNORMAL PRODUCTS OF CONCEPTION,15
5512,O029,"ABNORMAL PRODUCT OF CONCEPTION, UNSPECIFIED",15
5513,O030,"SPONTANEOUS ABORTION: INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5514,O031,"SPONTANEOUS ABORTION: INCOMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5515,O032,"SPONTANEOUS ABORTION: INCOMPLETE, COMPLICATED BY EMBOLISM",15
5516,O033,"SPONTANEOUS ABORTION: INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5517,O034,"SPONTANEOUS ABORTION: INCOMPLETE, WITHOUT COMPLICATION",15
5518,O035,"SPONTANEOUS ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5519,O036,"SPONTANEOUS ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5520,O037,"SPONTANEOUS ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY EMBOLISM",15
5521,O038,"SPONTANEOUS ABORTION: COMPLETE OR UNSPECIFIED, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5522,O039,"SPONTANEOUS ABORTION: COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",15
5523,O040,"MEDICAL ABORTION: INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5524,O041,"MEDICAL ABORTION: INCOMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5525,O042,"MEDICAL ABORTION: INCOMPLETE, COMPLICATED BY EMBOLISM",15
5526,O043,"MEDICAL ABORTION: INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5527,O044,"MEDICAL ABORTION: INCOMPLETE, WITHOUT COMPLICATION",15
5528,O045,"MEDICAL ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5529,O046,"MEDICAL ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5530,O047,"MEDICAL ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY EMBOLISM",15
5531,O048,"MEDICAL ABORTION: COMPLETE OR UNSPECIFIED, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5532,O049,"MEDICAL ABORTION: COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",15
5533,O050,"OTHER ABORTION: INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5534,O051,"OTHER ABORTION: INCOMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5535,O052,"OTHER ABORTION: INCOMPLETE, COMPLICATED BY EMBOLISM",15
5536,O053,"OTHER ABORTION: INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5537,O054,"OTHER ABORTION: INCOMPLETE, WITHOUT COMPLICATION",15
5538,O055,"OTHER ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5539,O056,"OTHER ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5540,O057,"OTHER ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY EMBOLISM",15
5541,O058,"OTHER ABORTION: COMPLETE OR UNSPECIFIED, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5542,O059,"OTHER ABORTION: COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",15
5543,O060,"UNSPECIFIED ABORTION: INCOMPLETE, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5544,O061,"UNSPECIFIED ABORTION: INCOMPLETE, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5545,O062,"UNSPECIFIED ABORTION: INCOMPLETE, COMPLICATED BY EMBOLISM",15
5546,O063,"UNSPECIFIED ABORTION: INCOMPLETE, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5547,O064,"UNSPECIFIED ABORTION: INCOMPLETE, WITHOUT COMPLICATION",15
5548,O065,"UNSPECIFIED ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5549,O066,"UNSPECIFIED ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5550,O067,"UNSPECIFIED ABORTION: COMPLETE OR UNSPECIFIED, COMPLICATED BY EMBOLISM",15
5551,O068,"UNSPECIFIED ABORTION: COMPLETE OR UNSPECIFIED, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5552,O069,"UNSPECIFIED ABORTION: COMPLETE OR UNSPECIFIED, WITHOUT COMPLICATION",15
5553,O070,"FAILED MEDICAL ABORTION, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5554,O071,"FAILED MEDICAL ABORTION, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5555,O072,"FAILED MEDICAL ABORTION, COMPLICATED BY EMBOLISM",15
5556,O073,"FAILED MEDICAL ABORTION, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5557,O074,"FAILED MEDICAL ABORTION, WITHOUT COMPLICATION",15
5558,O075,"OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION, COMPLICATED BY GENITAL TRACT AND PELVIC INFECTION",15
5559,O076,"OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION, COMPLICATED BY DELAYED OR EXCESSIVE HAEMORRHAGE",15
5560,O077,"OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION, COMPLICATED BY EMBOLISM",15
5561,O078,"OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION, WITH OTHER AND UNSPECIFIED COMPLICATIONS",15
5562,O079,"OTHER AND UNSPECIFIED FAILED ATTEMPTED ABORTION, WITHOUT COMPLICATION",15
5563,O080,GENITAL TRACT AND PELVIC INFECTION FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5564,O081,DELAYED OR EXCESSIVE HAEMORRHAGE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5565,O082,EMBOLISM FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5566,O083,SHOCK FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5567,O084,RENAL FAILURE FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5568,O085,METABOLIC DISORDERS FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5569,O086,DAMAGE TO PELVIC ORGANS AND TISSUES FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5570,O087,OTHER VENOUS COMPLICATIONS FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5571,O088,OTHER COMPLICATIONS FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY,15
5572,O089,"COMPLICATION FOLLOWING ABORTION AND ECTOPIC AND MOLAR PREGNANCY, UNSPECIFIED",15
5573,O100,"PRE-EXISTING ESSENTIAL HYPERTENSION COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5574,O101,"PRE-EXISTING HYPERTENSIVE HEART DISEASE COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5575,O102,"PRE-EXISTING HYPERTENSIVE RENAL DISEASE COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5576,O103,"PRE-EXISTING HYPERTENSIVE HEART AND RENAL DISEASE COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5577,O104,"PRE-EXISTING SECONDARY HYPERTENSION COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5578,O109,"UNSPECIFIED PRE-EXISTING HYPERTENSION COMPLICATING PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",15
5579,O11X,PRE-EXISTING HYPERTENSIVE DISORDER WITH SUPERIMPOSED PROTEINURIA,15
5580,O120,GESTATIONAL OEDEMA,15
5581,O121,GESTATIONAL PROTEINURIA,15
5582,O122,GESTATIONAL OEDEMA WITH PROTEINURIA,15
5583,O13X,GESTATIONAL [PREGNANCY-INDUCED] HYPERTENSION WITHOUT SIGNIFICANT PROTEINURIA,15
5584,O140,MODERATE PRE-ECLAMPSIA,15
5585,O141,SEVERE PRE-ECLAMPSIA,15
5586,O149,"PRE-ECLAMPSIA, UNSPECIFIED",15
5587,O150,ECLAMPSIA IN PREGNANCY,15
5588,O151,ECLAMPSIA IN LABOUR,15
5589,O152,ECLAMPSIA IN THE PUERPERIUM,15
5590,O159,"ECLAMPSIA, UNSPECIFIED AS TO TIME PERIOD",15
5591,O16X,UNSPECIFIED MATERNAL HYPERTENSION,15
5592,O200,THREATENED ABORTION,15
5593,O208,OTHER HAEMORRHAGE IN EARLY PREGNANCY,15
5594,O209,"HAEMORRHAGE IN EARLY PREGNANCY, UNSPECIFIED",15
5595,O210,MILD HYPEREMESIS GRAVIDARUM,15
5596,O211,HYPEREMESIS GRAVIDARUM WITH METABOLIC DISTURBANCE,15
5597,O212,LATE VOMITING OF PREGNANCY,15
5598,O218,OTHER VOMITING COMPLICATING PREGNANCY,15
5599,O219,"VOMITING OF PREGNANCY, UNSPECIFIED",15
5600,O220,VARICOSE VEINS OF LOWER EXTREMITY IN PREGNANCY,15
5601,O221,GENITAL VARICES IN PREGNANCY,15
5602,O222,SUPERFICIAL THROMBOPHLEBITIS IN PREGNANCY,15
5603,O223,DEEP PHLEBOTHROMBOSIS IN PREGNANCY,15
5604,O224,HAEMORRHOIDS IN PREGNANCY,15
5605,O225,CEREBRAL VENOUS THROMBOSIS IN PREGNANCY,15
5606,O228,OTHER VENOUS COMPLICATIONS IN PREGNANCY,15
5607,O229,"VENOUS COMPLICATION IN PREGNANCY, UNSPECIFIED",15
5608,O230,INFECTIONS OF KIDNEY IN PREGNANCY,15
5609,O231,INFECTIONS OF BLADDER IN PREGNANCY,15
5610,O232,INFECTIONS OF URETHRA IN PREGNANCY,15
5611,O233,INFECTIONS OF OTHER PARTS OF URINARY TRACT IN PREGNANCY,15
5612,O234,UNSPECIFIED INFECTION OF URINARY TRACT IN PREGNANCY,15
5613,O235,INFECTIONS OF THE GENITAL TRACT IN PREGNANCY,15
5614,O239,OTHER AND UNSPECIFIED GENITOURINARY TRACT INFECTION IN PREGNANCY,15
5615,O240,"DIABETES MELLITUS IN PREGNANCY: PRE-EXISTING DIABETES MELLITUS, INSULIN-DEPENDENT",15
